EMS,DPN,MPN,Supplier,Designation,Designation2,Family,Price,Currency,Origin,Valid_From,MOQ,Incoterm,LT(wk),TYPE
Seprolec,DPN003960,NCP730ASN330T1G,ON SEMI,IC REG LINEAR 3.3V 150MA SOT23-5 ,,IC - PMIC Voltage Regulators LDO,"0,2",EUR,VPC,2020-09-30,,,,
Bosch,DPN003967,10pF 16V 20% 0402 X7R,_Generic_,CAP CER 10PF 16V 20% 0402 X7R,,Passives - Ceramic capacitors,"0,03",EUR,VPC,2020-09-30,,,,GEN
Seprolec,DPN003967,10pF 16V 20% 0402 X7R,_Generic_,CAP CER 10PF 16V 20% 0402 X7R,,Passives - Ceramic capacitors,"0,03",EUR,VPC,2020-09-30,,,,GEN
Tymphany,DPN003967,10pF 16V 20% 0402 X7R,_Generic_,CAP CER 10PF 16V 20% 0402 X7R,,Passives - Ceramic capacitors,"0,03",EUR,VPC,2020-09-30,,,,GEN
Seprolec,DPN003968,5.1K 1% 0402,_Generic_,RES 5.1K 1% 0402,,Passives - Resistors,"0,002",EUR,VPC,2020-09-30,,,,
Tymphany,DPN003968,5.1K 1% 0402,_Generic_,RES 5.1K 1% 0402,,Passives - Resistors,"0,002",EUR,VPC,2020-09-30,,,,
Seprolec,DPN003969,LNK6774K,POWER INTEGRATIONS,Convertisseurs CA / CC 21 W 85-265 VAC 35 W 230 VAC IC,,Passives - Resistors,"0,5",EUR,VPC,2020-09-30,,,,
Tymphany,DPN003969,LNK6774K,POWER INTEGRATIONS,Convertisseurs CA / CC 21 W 85-265 VAC 35 W 230 VAC IC,,Passives - Resistors,"0,5",EUR,VPC,2020-09-30,,,,
Tymphany,DPN003975,HAA250A-2,TBD,CONN 2P P2.5 M180 HAA250A-2 K,,Connectors - Board to Board,Missing Price,,,,,,,
Tymphany,DPN003976,TJC3-8A-CS,TBD,CONN 8PIN P2.5 M180 TJC3-8A-CS K,,Connectors - Board to Board,Missing Price,,,,,,,
Tymphany,DPN003977,0.5S-1-8PWT-3.5R,Zheijang Jinjia Electronics,FFCFPC 8PIN P0.5 F90 0.5S-1-8PWT-3.5 K,,Connectors - Board to Board,Missing Price,,,,,,,
Tymphany,DPN003978,2.54-2X15SW-21.5R,TBD,2.54-2X15SW-21.5R JINJIA K,,Connectors - Board to Board,Missing Price,,,,,,,
Tymphany,DPN003979,2.54-2X10SW-17.5R,TBD,2.54-2X10SW-17.5R JINJIA K,,Connectors - Board to Board,Missing Price,,,,,,,
Seprolec,DPN004012,5-1419128-0,TE Connectivity,RELAY GEN PURPOSE SPST 8A 12V,"OJE-SS-112LMH,000",Relay,"0,4077",EUR,avnetabacus,2020-09-14,1000,,19,
Seprolec,DPN004027,470R 1% 0805,_Generic_,RES 470R 1% 0805,,Passives - Resistors,"0,002",EUR,VPC,2020-10-01,,,,
Seprolec,DPN004048,MP000435,Multicomp,LED White Traversant T-1 (3mm) 20 mA 3.2 V 9 cd,,Dicrete - LED,"0,09",EUR,VPC,2020-10-01,,,,
Devialet,DPN004087,1uF 16V 10% 0402 X5R,_Generic_,CAP CER 1UF 16V 10% 0402 X5R,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Devialet,DPN004088,10uF 16V 20% 0805 X5R,_Generic_,CAP CER 10UF 16V 20% 0805 X5R,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Devialet,DPN004089,1uF 16V 10% 0402 X7R,_Generic_,CAP CER 1UF 16V 10% 0402 X7R,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Seprolec,DPN004089,1uF 16V 10% 0402 X7R,_Generic_,CAP CER 1UF 16V 10% 0402 X7R,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Devialet,DPN004090,10nF 6.3V 10% 0402 X7R,_Generic_,CAP CER 1NF 6V3 10% 0402 X7R,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Devialet,DPN004091,MEC2-20-01-L-DV-K-TR,SAMTEC,Connector 2x15p Female 2.54mm pitch,MEC2-20-01-X-DV,Connectors - Inner connection (HP or other),"0,8",EUR,estimation pierre,2020-09-18,,,,
Seprolec,DPN004091,MEC2-20-01-L-DV-K-TR,SAMTEC,Connector 2x15p Female 2.54mm pitch,MEC2-20-01-X-DV,Connectors - Inner connection (HP or other),"0,8",EUR,estimation pierre,2020-09-18,,,,
Tymphany,DPN004091,MEC2-20-01-L-DV-K-TR,SAMTEC,Connector 2x15p Female 2.54mm pitch,MEC2-20-01-X-DV,Connectors - Inner connection (HP or other),"0,8",EUR,estimation pierre,2020-09-18,,,,
Devialet,DPN004092,AK5554VN,AKM,4 channel differential input ADC,,IC - Converters (DAC ADC),3,USD,estimation pierre,2020-09-25,,,,
Devialet,DPN004093,2k55 1% 0402,_Generic_,RES,,TBD,"0,01",EUR,estimation pierre,2020-09-25,,,,SPC
Devialet,DPN004094,47uF 10V 10% 0805 X5R,_Generic_,CAP,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,?
Devialet,DPN004095,270pF 100V 5% 0603 C0G,_Generic_,CAP,,TBD,"0,02",EUR,estimation pierre,2020-09-25,,,,?
Devialet,DPN004096,22uF 25V 10% 0805 X5R,_Generic_,CAP CER 22uF 25V 10% 0805 X5R,,Passives - Ceramic capacitors,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Devialet,DPN004098,EEHZA1E470P,PANASONIC,Capacitor - 47uF 25V 20% ELEC SMD - ESR=50m,,Passives - Film capacitors,"0,3",EUR,estimation pierre,2020-09-25,,,,SPC
Tymphany,DPN004098,EEHZA1E470P,PANASONIC,Capacitor - 47uF 25V 20% ELEC SMD - ESR=50m,,Passives - Film capacitors,"0,3",EUR,estimation pierre,2020-09-25,,,,SPC
Devialet,DPN004115,100k 1% 0201,_Generic_,RES 100K 5% 0201,,Passives - Resistors,"0,01",EUR,estimation pierre,2020-09-25,,,,
Devialet,DPN004116,10uF 16V 10% 0402 X7R,_Generic_,CAP CER 10UF 16V 10% 0805 X7R,,Passives - Ceramic capacitors,"0,02",EUR,estimation pierre,2020-09-25,,,,GEN
Seprolec,DPN004117,330pF 16V 10% 0402 C0G,_Generic_,CAP CER 330PF 100V 10% 0603 C0G,,Passives - Ceramic capacitors,"0,07",EUR,VPC,2020-09-30,,,,GEN
Seprolec,DPN004118,220pF 630V 10% 1206 X7R,_Generic_,CAP CER 220PF 630V 5% 1206 C0G,,Passives - Ceramic capacitors,"0,04",EUR,VPC,2020-09-30,,,,GEN
Seprolec,DPN004119,ECW-FD2J225J,PANASONIC,Capacitor - 2.2uF 630V 5% TRAD,,Passives - Film capacitors,"0,59",EUR,VPC,2020-09-30,,,,SPC
Seprolec,DPN004120,450VXH150MEFCSN22X35,Rubycon,Capacitor - 150uF 450V ELEC TRAD,,Passives - Chemical capacitors,"1,38",EUR,VPC,2020-09-30,,,,SPC
Seprolec,DPN004121,16SVPF560M,PANASONIC,CAP ALUM 560UF 20% 16V SMD,,Passives - Chemical capacitors,"0,5",EUR,VPC,2020-09-30,,,,SPC
Seprolec,DPN004122,SDURB3040CT,SMC Diode Solutions,DIODE GEN PURP 400V 15A D2PAK,,Dicrete - Diodes,"0,5",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004123,TSP3H150S,Taiwan Semiconductor,DIODE SCHOTTKY 150V 3A TO277A,,Dicrete - Diodes,"0,1",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004124,FER 100R 2A 0603,_Generic_,FERRITE BEAD 100R 2A 0603,,Passives - Ferrites,"0,02",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004125,FER 220R 100mA 0402,_Generic_,FERRITE BEAD 220R 100mA 0402,FERRITE 220R 100mA 0402,Passives - Ferrites,"0,012",EUR,VPC,2020-09-30,,,,
Tymphany,DPN004125,FER 220R 100mA 0402,_Generic_,FERRITE BEAD 220R 100mA 0402,FERRITE 220R 100mA 0402,Passives - Ferrites,"0,012",EUR,VPC,2020-09-30,,,,
Bosch,DPN004126,LED YELLOW 0603,_Generic_,LED YELLOW 0603,,Dicrete - LED,"0,029",EUR,DPN953,2020-09-30,,,,
Seprolec,DPN004126,LED YELLOW 0603,_Generic_,LED YELLOW 0603,,Dicrete - LED,"0,029",EUR,DPN953,2020-09-30,,,,
Seprolec,DPN004127,LED GREEN 0603,_Generic_,LED GREEN 0603,,Dicrete - LED,"0,0173",EUR,DPN978,2020-09-30,,,,
Seprolec,DPN004128,LED RED 0603,_Generic_,LED RED 0603,,Dicrete - LED,"0,02",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004129,BC860CW,Nexperia,TRANS PNP 45V 0.1A SOT323,,Dicrete - Standard transistor,"0,011",EUR,DPN980,2020-09-28,,,,
Seprolec,DPN004130,BC850CW,Nexperia,TRANS NPN 45V 0.1A SOT323,,Dicrete - Standard transistor,"0,011",EUR,DPN979,2020-09-28,,,,
Seprolec,DPN004131,WSHM2818R0100FEA,VISHAY,RES 0.01R 1% 7W 2818,,Passives - Resistors,"0,37",EUR,VPC,2020-09-28,,,,
Seprolec,DPN004133,760301301,WURTH,XFRMR GATE DRIVE SMD,,Passives - Transformers,"1,6",EUR,DPN000646 equivalent,2020-10-01,,,,
Seprolec,DPN004134,B57236S0800M051,TDK,ICL 80 OHM 20% 1.6A,,"Discret - Circuit protection (Fuses, ICL, TVS)","0,4",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004145,22uF 25V 10% 1210 X7R,_Generic_,CAP CER 22uF 25V 10% 1210 X7R,,Passives - Ceramic capacitors,"0,15",EUR,VPC,2020-09-29,,,,GEN
Seprolec,DPN004146,BZG03C220-M,VISHAY,DIODE ZENER 220V 1.25W DO214AC,,Dicrete - Diodes,"0,12",EUR,VPC,2020-09-30,,,,
Bosch,DPN004147,BZD27C220PW,Taiwan Semiconductor,DIODE ZENER 220V 1W SOD123W,,Dicrete - Diodes,"0,1",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004147,BZD27C220PW,Taiwan Semiconductor,DIODE ZENER 220V 1W SOD123W,,Dicrete - Diodes,"0,1",EUR,VPC,2020-09-30,,,,
Tymphany,DPN004147,BZD27C220PW,Taiwan Semiconductor,DIODE ZENER 220V 1W SOD123W,,Dicrete - Diodes,"0,1",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004148,2.2k 1% 0805,_Generic_,RES 2.2k 1% 0805,,Passives - Resistors,"0,002",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004149,10321041,MOLEX,CONN HEADER VERT 4POS 5.08MM,,Connectors - Board to Board,"0,38",EUR,VPC,2020-09-29,,,,
Seprolec,DPN004150,Transfo Carlita,Elytone,CDC_ALEXANDRE,_form_factor_transfo_Carlita,Passives - Transformers,"2,35",USD,Elyton,2020-09-30,,,,
Seprolec,DPN004151,Bobine Carlita,Elytone,CDC_ALEXANDRE,_form_factor_bobine Carlita,Passives - Transformers,"1,15",USD,Elyton,2020-09-30,,,,
Seprolec,DPN004152,CDSOD323-T12C,BOURNS,TVS DIODE 12V 28.3V SOD323,,"Discret - Circuit protection (Fuses, ICL, TVS)","0,2",EUR,VPC,2020-09-30,,,,
Seprolec,DPN004153,BD7691FJ-E2,Rohm,IC PFC CTRLR,,IC - PMIC,"0,172",EUR,Rutronik,2020-09-29,2500,DDP,,
Seprolec,DPN004154,240k 1% 0805,_Generic_,RES 240k 1% 0805,,Passives - Resistors,"0,004",EUR,VPC,2020-09-30,,,,
Bosch,DPN004171,UCC28911,Texas Instruments,IC OFF-LINE SWITCH PWM 7SOIC,,IC - PMIC,Missing Price,,,,,,,
Tymphany,DPN004182,LP5018RSMR,Texas Instruments,Led driver,LP5018,IC - Opto,Missing Price,,,,,,,
Devialet,DPN004183,LSM6DSOTR,ST,IMU: 3D accelerometer and 3D gyroscope,LSM6DSO,IC - Sensors & microphones,Missing Price,,,,,,,
Tymphany,DPN004186,TPS71518DCKR,Texas Instruments,LDO,,IC - PMIC Voltage Regulators LDO,Missing Price,,,,,,,
Devialet,DPN004188,LMT85DCKR,Texas Instruments,Thermal sensor,LMT85DCK,IC - Sensors & microphones,Missing Price,,,,,,,
Devialet,DPN004189,TPS56339DDCR,Texas Instruments,LDO,,IC - PMIC Voltage Regulators LDO,Missing Price,,,,,,,
Tymphany,DPN004220,TPS25750DRJKR,Texas Instruments,USB-C Controller - PD negociation,PTPS25750DRJKT,IC - PMIC,Missing Price,,,,,,,
Tymphany,DPN004221,BQ25792RQMR,Texas Instruments,IC Battery charger,,IC - PMIC,Missing Price,,,,,,,
Devialet,DPN004226,LED GREEN 0402,_Generic_,LED GREEN 0402,,Dicrete - LED,Missing Price,,,,,,,
Tymphany,DPN004226,LED GREEN 0402,_Generic_,LED GREEN 0402,,Dicrete - LED,Missing Price,,,,,,,
Tymphany,DPN004227,ESDA25P35-1U1M,ST,TVS DIODE 22V QFN-1610,,Dicrete - Diodes,Missing Price,,,,,,,
Devialet,DPN004228,CSD18543Q3A,Texas Instruments,60V N CH MOSFET,,Dicrete - Standard transistor,Missing Price,,,,,,,
Devialet,DPN004230,470pF 16V 20% X7R,_Generic_,CAP CER 470pF 16V 20% X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004231,300k 0.1% 0402,_Generic_,RES 300k 0.1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004233,200k 0.1% 0402,_Generic_,RES 200k 0.1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004235,100pF 6.3V 20% 0402 X7R,_Generic_,CAP CER 100pF 6.3V 20% 0402 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004235,100pF 6.3V 20% 0402 X7R,_Generic_,CAP CER 100pF 6.3V 20% 0402 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Devialet,DPN004236,100nF 50V 20% 0805 X7R,_Generic_,CAP CER 100nF 50V 20% 0805 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004238,100nF 6.3V 20% 0402 X7R,_Generic_,CAP CER 100nF 6.3V 20% 0402 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Devialet,DPN004244,31.6k 1% 0402,_Generic_,RES 31.6k 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004246,30R 1% 0402,_Generic_,RES 30R 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004250,10nF 16V 20% 0402 X7R,_Generic_,CAP CER 10nF 16V 20% 0402 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Devialet,DPN004251,10mR 1% 1206,_Generic_,RES 10mR 1% 1206,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004253,1M 0.1% 0402,_Generic_,RES 1M 0.1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004256,2016L300/16,Littlefuse,PTC RESET FUSE 16V 3A 2016,,"Discret - Circuit protection (Fuses, ICL, TVS)",Missing Price,,,,,,,
Tymphany,DPN004258,10uF 35V 20% 0603 X7R,_Generic_,CAP CER 10uF 35V 20% 0603 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Devialet,DPN004262,33R 1% 0201,_Generic_,RES 33R 1% 0201,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004263,680nF 50V 10% 0603 X5R,_Generic_,CAP CER 680nF 50V 10% 0603 X5R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004265,4.7k 1% 0201,_Generic_,RES 4.7k 1% 0201,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004267,1uF 6.3V 20% 0402 X5R,_Generic_,CAP CER 1uF 6.3V 20% 0402 X5R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Devialet,DPN004268,XGL4030-472MEC,COILCRAFT,FIXED IND 4.7uH ,XGL4030-472ME,Passives - Standard inductors,Missing Price,,,,,,,
Devialet,DPN004272,EEU-FK1V332S,PANASONIC,CAP ALUM 3300UF 20% 35V RAD TH,,Passives - Chemical capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004275,ERJ-8CWFR010V,PANASONIC,RES 0.01 OHM 1% 1W 1206,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004279,TurboX C403,Thundercomm,"Thundercomm TurboX C403 SOM with QCS403WCN3999 eMCP,8GB eMMC5.18Gb LPDDR3. SCH COMPATIBLE WITH LITEON SOM",TURBOX_C403_XX,IC - SoC Microprocessor,Missing Price,,,,,,,
Bosch,DPN004280,LED 0603 GREEN,_Generic_,LED GREEN 0603,,Dicrete - LED,Missing Price,,,,,,,
Tymphany,DPN004280,LED 0603 GREEN,_Generic_,LED GREEN 0603,,Dicrete - LED,Missing Price,,,,,,,
Tymphany,DPN004291,CPDH2V5UB-HF,Comchip,TVS 2.5V CPDH2V5UB-HF SMD COMCHIP L,,Dicrete - Diodes,Missing Price,,,,,,,
Tymphany,DPN004292,WR04X1002FTL,Walsin,CHIP RES 10K OHM 1/16W 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004304,RM04FTN0,TA-I,CHIP 0 OHM 200PPM  -1% 0402 TA-I L,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004306,ES1D-13-F,DIODES INC.,DIODE ES1D-TR 1A 200V SMA,,Dicrete - Diodes,Missing Price,,,,,,,
Tymphany,DPN004313,GRM155Z71A225KE44D,MURATA,,,Passives - Ceramic capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004320,WR04X4702FTL,Walsin,CHIP RES 47K 1/16W 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004329,UUR1H221MNL1GS,NICHICON,,,Passives - Chemical capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004331,74LVC1G125GV,Texas Instruments,IC 74LVC1G125 SOT753 NXP,,IC - Logic,Missing Price,,,,,,,
Tymphany,DPN004332,EEVFK1J471M,PANASONIC,,,Passives - Chemical capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004335,BLM18EG601SN1,MURATA,BEAD BLM18EG601SN1 600 OHM 100M 1A L,,Passives - Ferrites,Missing Price,,,,,,,
Tymphany,DPN004348,0805X106K250CT,Walsin,,,Passives - Ceramic capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004349,1210B105K101CT,Walsin,,,Passives - Ceramic capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004357,RT0402BRD076K19L,YAGEO,,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004358,WR04X1203FTL,Walsin,CHIP 120K OHM 100PPM  -1% 0402 WALS L,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004364,0402N8R2C500,Walsin,,,Passives - Ceramic capacitors,Missing Price,,,,,,,SPC
Tymphany,DPN004379,KC2520C25.0000C2KY00,KYOCERA,QUARTZ 25MHZ,,Passives - Oscillos Quartz,Missing Price,,,,,,,
Bosch,DPN004382,33pF 500V 10% 1206 X7R,_Generic_,CAP CER 33pF 500V 10% 1206 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Bosch,DPN004384,10uF 35V 10% 0805 X7R,_Generic_,CAP CER 10uF 35V 10% 0805 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Bosch,DPN004385,33k 1% 1206,_Generic_,RES 33k 1% 1206,,Passives - Resistors,Missing Price,,,,,,,
Bosch,DPN004386,33k 1% 0603,_Generic_,RES 33k 1% 0603,,Passives - Resistors,Missing Price,,,,,,,
Bosch,DPN004387,150k 1% 0805,_Generic_,RES 150k 1% 0805,,Passives - Resistors,Missing Price,,,,,,,
Bosch,DPN004388,400BXW18MEFR10X20,Rubycon,CAP ALUM 18UF 20% 400V T/H,,Passives - Chemical capacitors,Missing Price,,,,,,,SPC
Bosch,DPN004389,YT-35514-2,Elytone,Transformer C0,,Passives - Transformers,Missing Price,,,,,,,
Bosch,DPN004393,100pF 100V 10% 0805 X7R,_Generic_,CAP CER 100pF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004393,100pF 100V 10% 0805 X7R,_Generic_,CAP CER 100pF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004394,33pF 300V 10% 1206 C0G,_Generic_,CAP CER 33pF 300V 10% 1206 C0G,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004395,220k 1% 0603,_Generic_,RES 220k 1% 0603,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004401,23-23B/R6GHBHC-A01/2A,Everlight,RGD Led Reverse Mount,,IC - Opto,Missing Price,,,,,,,
Devialet,DPN004413,1.1k 1% 0402,_Generic_,RES 1.1k 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN004414,22uF 35V 20% 1206 X5R,_Generic_,CAP CER 22UF 35V 20% 1206 X5R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Devialet,DPN004415,SRP7028C-3R3M,BOURNS,FIXED IND 3.3UH 6A 30 MOHM SMD,,Passives - Standard inductors,Missing Price,,,,,,,
Devialet,DPN004417,i3A4W005A150V-001-R,TDK,Non-Isolated DC/DC Converters 100W 24Vin 5-30Vout 4.5A NLog,,IC - PMIC Voltage Regulators DCDC,Missing Price,,,,,,,
Bosch,DPN004421,RES - 0402 3k3 5% 1/16W SMD,_Generic_,3K3 5% 0402,,Passives - Resistors,Missing Price,,,,,,,
Bosch,DPN004431,DIX9211PTR,Texas Instruments,IC AUDIO TRANSCEIVER 48LQFP,,IC - Converters (DAC ADC),Missing Price,,,,,,,
Tymphany,DPN004474,13.7k 1% 0402,_Generic_,RES 13.7k 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004476,10nF 35V 20% 0402 X7R,_Generic_,CAP CER 10NF 35V 20% 0402 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004477,5.24k 1% 0402,_Generic_,RES 5.24k 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004478,4.7uF 35V 20% 0603 X7R,_Generic_,CAP CER 4.7UF 35V 20% 0603 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004481,22uF 35V 20% 0603 X7R,_Generic_,CAP CER 22UF 35V 20% 0603 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004482,30.31k 1% 0402,_Generic_,RES 30.31k 1% 0402,,Passives - Resistors,Missing Price,,,,,,,
Tymphany,DPN004483,47nF 10V 20% 0402 X7R,_Generic_,CAP CER 47NF 10V 20% 0402 X7R,,Passives - Ceramic capacitors,Missing Price,,,,,,,GEN
Tymphany,DPN004485,22-23-2031,MOLEX,CONN HEADER VERT 3POS 2.54MM,,Connectors - Inner connection (HP or other),Missing Price,,,,,,,
Tymphany,DPN004487,CSD87503Q3E,Texas Instruments,MOSFET 2 N-CHANNEL 30V 10A 8SON,,Dicrete - Power MOSFet,Missing Price,,,,,,,
Tymphany,DPN004488,632723100011,WURTH,CONN RCPT USB-C 3.1 24POS SMD,,Connectors - Client interface sockets,Missing Price,,,,,,,
Tymphany,DPN004489,STM32G031K6T6,ST,IC MCU Cortex M0 64KB FLASH 32LQFP,,IC - Microcontroller,Missing Price,,,,,,,
Tymphany,DPN004490,SQT-104-01-F-S-RA,SAMTEC,Conn TRAD 1x4 points Socket 2mm pitch,,Connectors - Board to Board,Missing Price,,,,,,,
Tymphany,DPN004491,SRP7028C-2R2M,BOURNS,FIXED IND 2.2UH 8A 18MOHM SMD,,Passives - Standard inductors,Missing Price,,,,,,,
Tymphany,DPN004492,TMM-104-03-T-S,SAMTEC,Conn TRAD 1x4 points Header Lowprofile 2mm pitch,,Connectors - Board to Board,Missing Price,,,,,,,
